id_parlamentar,casa,nome_eleitoral,partido,UF,twitter,seguidores,segue,n_proprio,n_retweet,engaj_total,engaj_total_proprio,engaj_total_retweet,engaj_mediano,engaj_mediano_proprio,engaj_mediano_retweet,engaj_max,engaj_max_proprio,engaj_max_retweet
204390,câmara,PROFESSOR ALCIDES,PP,GO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204383,câmara,PROFESSOR ISRAEL BATISTA,PV,DF,ProfIsrael,4775,294,18,2,176,167,9,6.5,5,0,27,27,8
204446,câmara,PROFESSOR JOZIEL,PSL,RJ,professorjoziel,61,4,4,0,21,21,0,5,5,0,8,8,0
204418,câmara,PROFESSOR LUIZÃO GOULART,PRB,PR,luizaogoulart,1201,67,68,4,3641,150,3491,2,1.5,0,3433,7,3433
204565,câmara,PROFESSORA DAYANE PIMENTEL,PSL,BA,deppimentel,4896,123,243,65,92687,38633,54054,47,26.5,0,9004,8555,9004
160639,câmara,PROFESSORA DORINHA SEABRA REZENDE,DEM,TO,profdorinha,3585,360,8,0,28,28,0,3,3,0,6,6,0
160641,câmara,PROFESSORA MARCIVANIA,PCdoB,AP,marcivania65,4188,234,33,10,46860,72,46788,2,0,0,16272,22,16272
204467,câmara,PROFESSORA ROSA NEIDE,PT,MT,profdorinha,3585,360,8,0,28,28,0,3,3,0,6,6,0
178951,câmara,RAFAEL MOTTA,PSB,RN,RafaelMottaRN,5178,1025,25,3,166,162,4,5,5,0,19,19,2
204567,câmara,RAIMUNDO COSTA,PRP,BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141523,câmara,RAUL HENRY,MDB,PE,RaulHenry,NA,NA,0,0,0,0,0,0,0,0,0,0,0
74161,câmara,REGINALDO LOPES,PT,MG,ReginaldoLopes,20596,9439,486,40,72831,36668,36163,22,20,0,17693,8472,17693
205865,câmara,REINHOLD STEPHANES JUNIOR,PSD,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178925,câmara,REJANE DIAS,PT,PI,rejane_dias,5681,173,79,0,230,230,0,2,2,0,10,10,0
178989,câmara,RENATA ABREU,PODE,SP,RenataAbreuDep,2030,1117,145,1,886,878,8,5,4.5,0,40,40,8
73801,câmara,RENILDO CALHEIROS,PCdoB,PE,renildo,2726,373,39,26,26455,117,26338,4,0,0,12822,10,12822
73788,câmara,RICARDO BARROS,PP,PR,RicardoBarrosPP,5936,112,17,0,210,210,0,6,6,0,100,100,0
204362,câmara,RICARDO GUIDI,PSD,SC,ricardozguidi,NA,NA,0,0,0,0,0,0,0,0,0,0,0
160655,câmara,RICARDO IZAR,PP,SP,RicardoIzar,2559,871,14,14,176,57,119,4,0.5,1,27,11,27
178920,câmara,RICARDO TEOBALDO,PODE,PE,psdbricardo45,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204489,câmara,ROBÉRIO MONTEIRO,PDT,CE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152610,câmara,ROBERTO ALVES,PRB,SP,RobertoAlvesPRB,NA,NA,0,0,0,0,0,0,0,0,0,0,0
160653,câmara,ROBERTO DE LUCENA,PODE,SP,robertodelucena,2572,602,32,0,336,336,0,9,9,0,49,49,0
74305,câmara,ROBERTO PESSOA,PSDB,CE,RobertoPessoaCE,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204530,câmara,RODRIGO AGOSTINHO,PSB,SP,rodrigoagost,4981,1172,51,28,687,585,102,3,1,0,74,74,15
204366,câmara,RODRIGO COELHO,PSB,SC,coelho_rodrigo,6261,4701,145,516,433147,378,432769,29,0,29,15656,13,15656
141531,câmara,RODRIGO DE CASTRO,PSDB,MG,RodrigoCastro45,6293,2687,15,0,51,51,0,3,3,0,8,8,0
74693,câmara,RODRIGO MAIA,DEM,RJ,DepRodrigomaia,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204480,câmara,ROGÉRIO CORREIA,PT,MG,RogerioCorreia_,28057,5730,598,263,470887,269103,201784,125,34,0,47026,47026,21772
160651,câmara,ROGÉRIO PENINHA MENDONÇA,MDB,SC,deputadopeninha,9427,1468,148,0,16385,16385,0,27.5,27.5,0,2259,2259,0
178861,câmara,RONALDO CARLETTO,PP,BA,ronaldocarletto,595,26,8,0,0,0,0,0,0,0,0,0,0
204525,câmara,ROSANA VALLE,PSB,SP,RosanaValle40,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178945,câmara,ROSANGELA GOMES,PRB,RJ,rosangelasgomes,1900,340,53,1,91,89,2,1,1,0,7,7,2
204357,câmara,ROSE MODESTO,PSDB,MS,rosemodestoms,NA,NA,0,0,0,0,0,0,0,0,0,0,0
73466,câmara,RUBENS BUENO,PPS,PR,rubensbuenopps,14357,10760,91,4,1948,1923,25,9,9,0,245,245,10
74371,câmara,RUBENS OTONI,PT,GO,RubensOtoni,7245,1056,127,19,50507,2554,47953,12,9,0,22394,176,22394
178887,câmara,RUBENS PEREIRA JÚNIOR,PCdoB,MA,rubenspereirajr,13992,182,315,129,82338,17843,64495,14,8,0,33341,6303,33341
73604,câmara,RUI FALCÃO,PT,SP,rfalcao13,129285,403,63,11,62898,27549,35349,204.5,132.5,0,21511,2983,21511
160635,câmara,RUY CARNEIRO,PSDB,PB,depruycarneiro,14086,6922,14,0,29,29,0,1.5,1.5,0,5,5,0
204535,câmara,SÂMIA BOMFIM,PSOL,SP,samiabomfim,45738,393,522,92,609673,528253,81420,243,196.5,0,39226,39226,22396
178990,câmara,SAMUEL MOREIRA,PSDB,SP,samuelmoreira,4503,725,44,2,206,205,1,3,3,0,23,23,1
160621,câmara,SANDRO ALEX,PSD,PR,SandroAlex2323,NA,NA,0,0,0,0,0,0,0,0,0,0,0
90842,câmara,SANTINI,PTB,RS,dep_santini,2365,514,61,9,957,923,34,10.5,10.5,0,127,127,10
204387,câmara,SARGENTO FAHUR,PSD,PR,SargentoFAHUR,392461,258,68,13,761211,744388,16823,6050,6050,0,37048,37048,4635
204399,câmara,SCHIAVINATO,PP,PR,Schiavinato_,1211,205,77,1,54,52,2,0,0,0,3,3,2
178921,câmara,SEBASTIÃO OLIVEIRA,PR,PE,Seba_Oliveira,NA,NA,0,0,0,0,0,0,0,0,0,0,0
73808,câmara,SÉRGIO BRITO,PSD,BA,sergiobritoBA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178933,câmara,SERGIO SOUZA,MDB,PR,_sergiosouza,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204438,câmara,SERGIO TOLEDO,PR,AL,depsergiotoledo,NA,NA,0,0,0,0,0,0,0,0,0,0,0
178874,câmara,SERGIO VIDIGAL,PDT,ES,vidigalsergio,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204437,câmara,SEVERINO PESSOA,PRB,AL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178961,câmara,SHÉRIDAN,PSDB,RR,depsheridan,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204557,câmara,SIDNEY LEITE,PSD,AM,sidneyleite_,1399,1339,78,11,141,126,15,1,1,0,9,9,3
74356,câmara,SILAS CÂMARA,PRB,AM,SilasCamaraAM‏,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204360,câmara,SILVIA CRISTINA,PDT,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204425,câmara,SILVIO COSTA FILHO,PRB,PE,Silvio_CFilho,5361,2399,76,5,5068,217,4851,2,2,0,3092,16,3092
178946,câmara,SORAYA SANTOS,PR,RJ,sorayasantos,986,119,24,5,301,189,112,6,5,0,72,27,72
178947,câmara,SÓSTENES CAVALCANTE,DEM,RJ,DepSostenes,39416,1092,331,111,315335,23441,291894,20,10,0,62959,3951,62959
92776,câmara,STEFANO AGUIAR,PSD,MG,depstefano,2031,807,5,9,7475,20,7455,2.5,0,2,7435,7,7435
177282,câmara,SUBTENENTE GONZAGA,PDT,MG,SubGonzagaMG,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204534,câmara,TABATA AMARAL,PDT,SP,tabataamaralsp,28552,81,189,44,104442,101559,2883,102,81,0,20930,20930,823
178922,câmara,TADEU ALENCAR,PSB,PE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204464,câmara,TALÍRIA PETRONE,PSOL,RJ,taliriapetrone,78120,714,469,107,1285171,1189012,96159,626,447.5,0,147187,147187,22396
206231,câmara,TED CONTI,PSB,ES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178901,câmara,TEREZA CRISTINA,DEM,MS,TerezaCrisMS,62022,1317,32,5,57254,56695,559,875,875,0,9236,9236,319
204466,câmara,TEREZA NELMA,PSDB,AL,TerezaNelma_,204,65,48,0,30,30,0,0,0,0,4,4,0
143084,câmara,TIAGO DIMAS,SOLIDARIEDADE,TO,tiago_dimas,152,126,87,4,270,262,8,3,3,0,17,17,4
204519,câmara,TIAGO MITRAUD,NOVO,MG,TiagoMitraud,10358,609,305,64,40952,30650,10302,22,4,0,3762,3762,1720
160976,câmara,TIRIRICA,PR,SP,tiriricanaweb,58936,354,16,0,582,582,0,35.5,35.5,0,71,71,0
197438,câmara,TITO,AVANTE,BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178934,câmara,TONINHO WANDSCHEER,PROS,PR,deputadotoninho,713,424,112,0,177,177,0,1,1,0,14,14,0
157130,câmara,TÚLIO GADÊLHA,PDT,PE,tuliogadelha,26259,95,81,3,83604,82138,1466,316.5,303.5,0,8917,8917,1061
204416,câmara,UBIRATAN SANDERSON,PSL,RS,SandersonPF,1533,1864,51,19,68208,1290,66918,15,9.5,0,12766,285,12766
178863,câmara,ULDURICO JUNIOR,PPL,BA,ulduricopinto,NA,NA,0,0,0,0,0,0,0,0,0,0,0
195866,câmara,VAIDON OLIVEIRA,PROS,CE,VaidonOliveira,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204385,câmara,VALDEVAN NOVENTA,PSC,SE,dep_fed_noventa,NA,NA,0,0,0,0,0,0,0,0,0,0,0
160610,câmara,VALMIR ASSUNÇÃO,PT,BA,falavalmir,NA,NA,0,0,0,0,0,0,0,0,0,0,0
74376,câmara,VANDER LOUBET,PT,MS,vanderloubet,6214,1676,310,2,413,406,7,0,0,0,41,41,6
141553,câmara,VANDERLEI MACRIS,PSDB,SP,vanderleimacris,7103,488,108,30,2827,879,1948,5,4,0,1042,300,1042
204505,câmara,VAVÁ MARTINS,PRB,PA,VavaMartins,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204396,câmara,VERMELHO,PSD,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74283,câmara,VICENTINHO,PT,SP,VICENTINHOPT,35949,21398,98,3,5983,5804,179,21,19,0,1841,1841,131
137070,câmara,VICENTINHO JÚNIOR,PR,TO,vicentinhojr,2275,1457,79,0,71,71,0,1,1,0,8,8,0
204483,câmara,VILSON DA FETAEMG,PSB,MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141555,câmara,VINICIUS CARVALHO,PRB,SP,falecomvinicius,664,37,95,0,52,52,0,0,0,0,6,6,0
204478,câmara,VINICIUS FARAH,MDB,RJ,Vinicius_Farah,NA,NA,0,0,0,0,0,0,0,0,0,0,0
160591,câmara,VINICIUS GURGEL,PR,AP,vinicius2828,NA,NA,0,0,0,0,0,0,0,0,0,0,0
204532,câmara,VINICIUS POIT,NOVO,SP,ViniciusPoit,27215,256,138,67,134809,105197,29612,404,258,0,3675,3675,3649
178992,câmara,VITOR LIPPI,PSDB,SP,DepVitorLippi,3419,181,0,1,2,0,2,2,0,2,2,0,2
204443,câmara,WAGNER MONTES,PRB,RJ,depwagnermontes,115523,358,27,1,1961,1957,4,12,12,0,1118,1118,4
160569,câmara,WALDENOR PEREIRA,PT,BA,waldenorpereira,2030,278,32,24,35965,671,35294,26,3.5,0,8636,108,8636
178952,câmara,WALTER ALVES,MDB,RN,WalterAlvesRN,NA,NA,0,0,0,0,0,0,0,0,0,0,0
160518,câmara,WELITON PRADO,PROS,MG,pradoweliton,2596,677,34,0,130,130,0,3,3,0,10,10,0
74043,câmara,WELLINGTON ROBERTO,PR,PB,wr22,NA,NA,0,0,0,0,0,0,0,0,0,0,0
74044,câmara,WILSON SANTIAGO,PTB,PB,WilsonSantiago_,8340,5972,2,0,10,10,0,5,5,0,7,7,0
204463,câmara,WLADIMIR GAROTINHO,PRP,RJ,WladGarotinho,968,85,18,1,100,97,3,5,5,0,12,12,3
74439,câmara,WOLNEY QUEIROZ,PDT,PE,WolneyQueirozM,4140,502,11,5,6050,1476,4574,16,7.5,0,2215,1352,2215
178889,câmara,ZÉ CARLOS,PT,MA,Dep_ZeCarlosPT,2181,219,97,1,1021,1018,3,3,3,0,150,150,3
204559,câmara,ZÉ NETO,PT,BA,depzeneto,8358,503,27,9,352,190,162,6,2,0,56,38,56
160632,câmara,ZÉ SILVA,SOLIDARIEDADE,MG,ZeSilva_,2067,217,136,0,65,65,0,0,0,0,6,6,0
204517,câmara,ZÉ VITOR,PMN,MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160592,câmara,ZECA DIRCEU,PT,PR,zeca_dirceu,10417,703,305,60,112228,21911,90317,19,10,0,48070,3634,48070
4981,senado,ACIR GURGACZ,PDT,RO,acirgurgacz,6327,162,14,0,127,127,0,3.5,3.5,0,80,80,0
5982,senado,ALESSANDRO VIEIRA,PPS,SE,sen_alessandro,6714,97,92,35,54839,38140,16699,42,17,0,6710,6710,3331
945,senado,ALVARO DIAS,PODE,PR,alvarodias_,381911,5814,878,122,648863,638454,10409,199.5,195,0,20663,20663,1840
5967,senado,ANGELO CORONEL,PSD,BA,angelocoronel_,1711,512,182,49,3572,1329,2243,4,3,0,1262,68,1262
5529,senado,ANTONIO ANASTASIA,PSDB,MG,Anastasia,55239,170,101,7,29193,28338,855,52.5,46,0,8755,8755,537
751,senado,AROLDE DE OLIVEIRA,PSD,RJ,AroldeOliveira,51823,390,154,6,14185,12924,1261,38.5,36.5,0,1289,1289,1158
5990,senado,CARLOS VIANA,PSD,MG,carlosaviana,28932,666,265,70,61414,45589,15825,46,26,0,6305,3904,6305
470,senado,CHICO RODRIGUES,DEM,RR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5973,senado,CID GOMES,PDT,CE,cidfgomes,146801,69,1,1,4462,581,3881,2231,290.5,1940.5,3881,581,3881
739,senado,CIRO NOGUEIRA,PP,PI,ciro_nogueira,14014,365,89,20,13633,3293,10340,9,7,0,9474,2309,9474
475,senado,CONFÚCIO MOURA,MDB,RO,confuciomoura,6424,838,132,2,995,992,3,6,6,0,44,44,2
5998,senado,DANIELLA RIBEIRO,PP,PB,soudaniella111,11002,4151,60,8,1381,1227,154,10.5,9,0,214,214,84
5537,senado,DÁRIO BERGER,MDB,SC,darioberger,3111,249,77,7,1146,1057,89,6,5,0,478,478,55
3830,senado,DAVI ALCOLUMBRE,DEM,AP,davialcolumbre,113865,763,186,56,375024,368369,6655,456.5,444.5,0,26704,26704,1655
4994,senado,EDUARDO BRAGA,MDB,AM,EduardoBraga_AM,79371,9936,139,31,10079,418,9661,2,1,0,8981,31,8981
5976,senado,EDUARDO GIRÃO,PODE,CE,EduGiraoOficial,7295,30,16,0,28885,28885,0,436,436,0,8847,8847,0
3777,senado,EDUARDO GOMES,MDB,TO,EduardoGomesTO,3206,1196,6,1,126,118,8,19,19,0,33,33,8
5718,senado,ELIZIANE GAMA,PPS,MA,elizianegama,10602,730,107,29,7981,4351,3630,21,18,0,1494,509,1494
5531,senado,ELMANO FÉRRER,PODE,PI,elmanoferrer,3650,73,137,3,1034,1009,25,5,5,0,89,89,22
22,senado,ESPERIDIÃO AMIN,PP,SC,esperidiaoamin_,9207,327,51,5,1586,1503,83,12.5,11.5,0,230,230,52
5953,senado,FABIANO CONTARATO,REDE,ES,ContaratoSenado,2212,15,194,6,8041,7766,275,21,20,0,751,751,95
5540,senado,FERNANDO BEZERRA COELHO,MDB,PE,fbezerracoelho,20660,13864,10,1,477,440,37,9,5,0,367,367,37
4525,senado,FERNANDO COLLOR,PROS,AL,Collor,32825,265,21,0,903,903,0,30,30,0,344,344,0
345,senado,FLÁVIO ARNS,REDE,PR,ArnsFlavio,1519,28,35,3,866,812,54,10.5,8,0,209,209,21
5894,senado,FLÁVIO BOLSONARO,PSL,RJ,FlavioBolsonaro,1150459,1198,35,15,868786,715380,153406,13055,7641.5,0,50263,50263,19078
5008,senado,HUMBERTO COSTA,PT,PE,senadorhumberto,90918,2448,846,154,543514,382662,160852,159.5,93.5,0,17693,15267,17693
5385,senado,IRAJÁ,PSD,TO,iraja555,4764,1104,37,1,467,465,2,10,10,0,46,46,2
4770,senado,IZALCI LUCAS,PSDB,DF,IzalciLucas,6082,289,139,25,7092,6987,105,7,7,0,4592,4592,21
35,senado,JADER BARBALHO,MDB,PA,jader_barbalho,13933,534,84,0,3355,3355,0,34,34,0,231,231,0
581,senado,JAQUES WAGNER,PT,BA,jaqueswagner,73910,651,126,16,28356,28163,193,71,71,0,3304,3304,63
4545,senado,JARBAS VASCONCELOS,MDB,PE,Jarbas156,439,12,14,0,32,32,0,2,2,0,6,6,0
4531,senado,JAYME CAMPOS,DEM,MT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5627,senado,JEAN PAUL PRATES,PT,RN,jpprates,6722,2954,196,32,7955,5679,2276,12,10,0,1422,685,1422
5895,senado,JORGE KAJURU,PSB,GO,SenadorKajuru,246058,372,666,327,379162,330267,48895,50,36,0,12853,12853,5959
5350,senado,JORGINHO MELLO,PR,SC,jorginhomello,6349,2389,20,7,461,183,278,7,5,0,247,31,247
3361,senado,JOSÉ MARANHÃO,MDB,PB,josemaranhaopb,3055,882,3,0,0,0,0,0,0,0,0,0,0
90,senado,JOSÉ SERRA,PSDB,SP,joseserra_,1483959,5125,27,15,11083,7470,3613,42,28,0,3557,3557,979
1249,senado,KÁTIA ABREU,PDT,TO,KatiaAbreu,138938,405,153,1,69867,69850,17,78.5,78.5,0,19638,19638,17
5533,senado,LASIER MARTINS,PODE,RS,lasiermartins,30841,306,723,46,250841,240003,10838,5,4,0,23686,23686,6001
5979,senado,LEILA BARROS,PSB,DF,leiladovolei,5536,148,113,6,7252,7203,49,31,31,0,355,355,23
5926,senado,LUCAS BARRETO,PSD,AP,LucasBarreto_AP,448,33,9,3,410,392,18,29,29,0,120,120,8
1186,senado,LUIS CARLOS HEINZE,PP,RS,SenadorHeinze,9067,1010,124,0,6182,6182,0,19.5,19.5,0,1738,1738,0
5585,senado,LUIZ DO CARMO,MDB,GO,_luizdocarmo,988,902,86,3,420,409,11,3,3,0,42,42,7
5557,senado,MAILZA GOMES,PP,AC,MailzaGomes,335,67,32,2,158,153,5,4,4,0,12,12,3
5666,senado,MAJOR OLIMPIO,PSL,SP,majorolimpio,101414,14,163,11,649641,614850,34791,2392,2217.5,0,43240,43240,8510
5376,senado,MARA GABRILLI,PSDB,SP,maragabrilli,40254,882,310,3,45985,45305,680,1,1,0,9839,9839,543
742,senado,MARCELO CASTRO,MDB,PI,MarceloCastroPI,2348,136,19,2,394,24,370,1,1,0,368,4,368
285,senado,MARCIO BITTAR,MDB,AC,marciombittar,426,998,51,3,215,206,9,2,2,0,63,63,4
5942,senado,MARCOS DO VAL,PPS,ES,marcosdoval,10601,29,193,0,16158,16158,0,18,18,0,3543,3543,0
5422,senado,MARCOS ROGÉRIO,DEM,RO,MarcosRogerio,2365,500,6,5,668,653,15,11,11,0,495,495,5
1023,senado,MARIA DO CARMO ALVES,DEM,SE,MariaSenadora,NA,NA,0,0,0,0,0,0,0,0,0,0,0
6027,senado,MECIAS DE JESUS,PRB,RR,meciasdejesus,1074,341,85,3,331,325,6,3,3,0,20,20,3
5985,senado,NELSINHO TRAD,PSD,MS,nelsinhotrad,5109,2473,39,8,480,322,158,6,5,0,124,38,124
5525,senado,OMAR AZIZ,PSD,AM,OmarAzizPSD,56473,1030,23,2,483,480,3,8,8,0,177,177,2
5924,senado,ORIOVISTO GUIMARÃES,PODE,PR,Sen_Oriovisto,1950,6,63,0,2351,2351,0,8,8,0,747,747,0
5523,senado,OTTO ALENCAR,PSD,BA,ottoalencar,18903,1159,62,8,1504,1325,179,11.5,10,0,216,216,67
825,senado,PAULO PAIM,PT,RS,paulopaim,94309,3571,79,13,64125,61566,2559,376.5,370,0,4333,4333,1344
374,senado,PAULO ROCHA,PT,PA,PauloRocha_13,42088,500,360,97,148355,4853,143502,5,2,0,85916,797,85916
5502,senado,PLÍNIO VALÉRIO,PSDB,AM,PlinioValerio45,792,190,344,142,18165,3243,14922,4,1,0,5576,152,5576
5012,senado,RANDOLFE RODRIGUES,REDE,AP,randolfeap,102616,964,257,51,281264,228451,52813,349,285,0,14692,13837,14692
5236,senado,REGUFFE,S/Partido,DF,Reguffe,122655,1959,21,0,35914,35914,0,1210,1210,0,5625,5625,0
70,senado,RENAN CALHEIROS,MDB,AL,renancalheiros,144093,230,47,3,67354,65126,2228,462,386.5,0,9943,9943,1953
677,senado,ROBERTO ROCHA,PSDB,MA,SigaRoberto_,22275,1531,141,9,19785,19610,175,15,13.5,0,9091,9091,75
5905,senado,RODRIGO CUNHA,PSDB,AL,RodrigoCunhaAL,7513,1084,14,1,5000,2494,2506,71,61,0,2506,869,2506
5732,senado,RODRIGO PACHECO,DEM,MG,rpsenador,5829,247,68,0,16011,16011,0,95.5,95.5,0,6004,6004,0
5352,senado,ROGÉRIO CARVALHO,PT,SE,SenadorRogerio,9820,617,114,24,21615,15624,5991,15,12,0,10297,10297,4714
5322,senado,ROMÁRIO,PODE,RJ,RomarioOnze,2558401,169,138,6,104345,102670,1675,141,120,0,17714,17714,915
2331,senado,ROSE DE FREITAS,PODE,ES,senadorarose,17580,98,145,6,872,824,48,1,1,0,255,255,21
5929,senado,SELMA ARRUDA,PSL,MT,SenadoraSelma,2903,113,8,6,11977,294,11683,62.5,4,0,7860,112,7860
4560,senado,SÉRGIO PETECÃO,PSD,AC,senadorpetecao,9444,280,171,0,4831,4831,0,1,1,0,4287,4287,0
5527,senado,SIMONE TEBET,MDB,MS,SimoneTebetms,123657,49,44,2,134462,133651,811,244.5,200.5,0,30199,30199,784
5988,senado,SORAYA THRONICKE,PSL,MS,SorayaThronicke,11984,303,265,59,242246,97827,144419,35,7,0,26635,14918,26635
5959,senado,STYVENSON VALENTIM,PODE,RN,SenStyvenson,1669,95,187,20,16099,4367,11732,17,16,0,8171,222,8171
3396,senado,TASSO JEREISSATI,PSDB,CE,tassojereissati,27348,169,59,2,14594,13962,632,21,17,0,10468,10468,628
5535,senado,TELMÁRIO MOTA,PROS,RR,TelmarioMotaRR,5539,222,202,4,483,468,15,1,1,0,59,59,7
5899,senado,VANDERLAN CARDOSO,PP,GO,Vanderlan_VC,7065,996,195,262,23199,2784,20415,2,0,1,19506,104,19506
5748,senado,VENEZIANO VITAL DO RÊGO,PSB,PB,venezianovital,16045,2752,71,36,888,729,159,4,2,0,69,69,27
1173,senado,WELLINGTON FAGUNDES,PR,MT,sen_wellington,5507,879,132,7,1375,494,881,2,2,0,713,56,713
5411,senado,WEVERTON,PDT,MA,wevertonrocha,7821,1190,288,19,9986,6080,3906,13,12,0,3076,477,3076
5783,senado,ZENAIDE MAIA,PROS,RN,zenaidern,NA,NA,0,0,0,0,0,0,0,0,0,0,0
3806,senado,ZEQUINHA MARINHO,PSC,PA,ZequinhaMarinho,126,326,28,0,100,100,0,3,3,0,7,7,0
