id_parlamentar,casa,nome_eleitoral,partido,UF,tem twitter?,twitter,twitter2 (se houver),facebook (não conferido),nome_civil,fazendo
81055,câmara,MÁRCIO JERRY,PCdoB,MA,sim,marciojerry,NA,NA,MÁRCIO JERRY SARAIVA BARROSO,feito
204452,câmara,MÁRCIO LABRE,PSL,RJ,sim,marciolabre,NA,NA,MÁRCIO DA SILVEIRA LABRE,feito
150418,câmara,MÁRCIO MARINHO,PRB,BA,sim,dpmarciomarinho,NA,https://www.facebook.com/marciomarinhopolitico,MÁRCIO CARLOS MARINHO,feito
204522,câmara,MARCO BERTAIOLLI,PSD,SP,sim,MarcoBertaiolli,NA,NA,MARCO AURELIO BERTAIOLLI,feito
160535,câmara,MARCON,PT,RS,sim,depmarcon,NA,https://www.facebook.com/Marcon-Deputado-730105823714253,DIONILSO MATEUS MARCON,feito
204431,câmara,MARCOS AURÉLIO SAMPAIO,MDB,PI,sim,MarcosA_Sampaio,NA,NA,MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO,feito
204506,câmara,MARCOS PEREIRA,PRB,SP,sim,marcospereira04,NA,NA,MARCOS ANTONIO PEREIRA,feito
204430,câmara,MARGARETE COELHO,PP,PI,sim,MargaretCoelho,NA,NA,MARGARETE DE CASTRO COELHO,feito
171619,câmara,MARGARIDA SALOMÃO,PT,MG,sim,JFMargarida,NA,https://www.facebook.com/jfmargarida,MARIA MARGARIDA MARTINS SALOMÃO,feito
74398,câmara,MARIA DO ROSÁRIO,PT,RS,sim,mariadorosario,NA,https://www.facebook.com/DeputadaMariaDoRosario,MARIA DO ROSÁRIO NUNES,feito
204540,câmara,MARIA ROSAS,PRB,SP,sim,depmariarosas,NA,NA,MARIA DO PARTO MENDES ROSAS,feito
178956,câmara,MARIANA CARVALHO,PSDB,RO,sim,MarianaPSDB,DeputadaMariana,https://www.facebook.com/marianacarvalho45,MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,feito
204428,câmara,MARÍLIA ARRAES,PT,PE,sim,MariliaArraes,NA,NA,MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR,feito
204432,câmara,MARINA SANTOS,SOLIDARIEDADE,PI,não,NA,NA,https://web.facebook.com/vamosjuntosrenovar,MARINA SANTOS BATISTA DIAS,feito
74158,câmara,MÁRIO HERINGER,PDT,MG,sim,mario_heringer,NA,https://www.facebook.com/mario.heringer,MÁRIO LÚCIO HERINGER,feito
178858,câmara,MÁRIO NEGROMONTE JR.,PP,BA,sim,depnegromontejr,NA,https://www.facebook.com/mario.negromontejunior,MARIO SILVIO MENDES NEGROMONTE JUNIOR,feito
204403,câmara,MARLON SANTOS,PDT,RS,sim,deputado_marlon,NA,https://pt-br.facebook.com/MarlonSantosCachoeira/,MARLON ARATOR SANTOS DA ROSA,feito
204566,câmara,MARRECA FILHO,PATRI,MA,sim,depmarrecafilho,NA,NA,ANTONIO DA CRUZ FILGUEIRA NETO,feito
178843,câmara,MARX BELTRÃO,PSD,AL,não,NA,NA,https://pt-br.facebook.com/MarxBeltrao/,MARX BELTRÃO LIMA SIQUEIRA,feito
75431,câmara,MAURÍCIO DZIEDRICKI,PTB,RS,sim,mauricioptbrs,NA,NA,MAURÍCIO ALEXANDRE DZIEDRICKI,feito
204486,câmara,MAURO BENEVIDES FILHO,PDT,CE,sim,deputadomaurobf,NA,https://www.facebook.com/maurobffilho/,CARLOS MAURO BENEVIDES FILHO,caio
74749,câmara,MAURO LOPES,MDB,MG,sim,depmaurolopes,NA,https://www.facebook.com/familiamaurolopes,MAURO RIBEIRO LOPES,feito
141508,câmara,MAURO NAZIF,PSB,RO,sim,drmauronazif,NA,https://www.facebook.com/maurorasul,MAURO NAZIF RASUL,feito
178985,câmara,MIGUEL LOMBARDI,PR,SP,sim,DMiguellombardi,NA,https://www.facebook.com/miguellombardi.deputadofederal,MIGUEL LOMBARDI,feito
154178,câmara,MILTON VIEIRA,PRB,SP,sim,DepMiltonVieira,NA,NA,MILTON VIEIRA PINTO,feito
178895,câmara,MISAEL VARELLA,PSD,MG,não,NA,NA,https://www.facebook.com/deputadomisaelvarella,MISAEL ARTUR FERREIRA VARELLA,nazareno
178997,câmara,MOSES RODRIGUES,MDB,CE,sim,depfederalmoses,NA,https://www.facebook.com/MosesRodriguess,MOSES HAENDEL MELO RODRIGUES,feito
204453,câmara,NATÁLIA BONAVIDES,PT,RN,sim,natbonavides,NA,NA,NATÁLIA BASTOS BONAVIDES,feito
204449,câmara,NELSON BARBUDO,PSL,MT,não,NA,NA,https://pt-br.facebook.com/pg/onelsonbarbudo,NELSON NED PREVIDENTE,feito
74571,câmara,NELSON PELLEGRINO,PT,BA,sim,nelsonpelegrino,NA,https://www.facebook.com/nelsonpelegrino,NELSON VICENTE PORTELA PELLEGRINO,feito
204415,câmara,NEREU CRISPIM,PSL,RS,sim,nereucrispim,NA,NA,NEREU CRISPIM,feito
146307,câmara,NERI GELLER,PP,MT,sim,NeriGeller,NA,https://www.facebook.com/neri.geller,NERI GELLER,feito
178896,câmara,NEWTON CARDOSO JR,MDB,MG,sim,newton1510,NA,https://www.facebook.com/NewtonCardosoJr,NEWTON CARDOSO JUNIOR,feito
204384,câmara,NEY LEPREVOST,PSD,PR,sim,neyleprevost,NA,NA,NEY LEPREVOST NETO,feito
204479,câmara,NICOLETTI,PSL,RR,não,NA,NA,NA,ANTONIO CARLOS NICOLETTI,caio
74352,câmara,NILSON PINTO,PSDB,PA,sim,DepNilsonPinto,NA,https://www.facebook.com/Nilson-Pinto-354764524584734,NILSON PINTO DE OLIVEIRA,feito
178986,câmara,NILTO TATTO,PT,SP,sim,NiltoTatto,NA,https://www.facebook.com/niltotattosp,NILTO IGNACIO TATTO,feito
194260,câmara,NIVALDO ALBUQUERQUE,PTB,AL,sim,NivaldoAlbuque,NA,https://www.facebook.com/deputadonivaldoalbuquerque,NIVALDO FERREIRA DE ALBUQUERQUE NETO,feito
66179,câmara,NORMA AYUB,DEM,ES,não,NA,NA,https://www.facebook.com/DeputadaNormaAyubAlves,NORMA AYUB ALVES,nazareno
74159,câmara,ODAIR CUNHA,PT,MG,sim,odaircunha_,NA,NA,ODAIR JOSÉ DA CUNHA,feito
204498,câmara,OLIVAL MARQUES,DEM,PA,sim,OLIVALMARQUES,NA,NA,OLIVAL HENRIQUE MARQUES DE SOUZA,feito
74399,câmara,ONYX LORENZONI,DEM,RS,sim,onyxlorenzoni,NA,https://www.facebook.com/onyx.lorenzoni,ONYX DORNELLES LORENZONI,feito
178987,câmara,ORLANDO SILVA,PCdoB,SP,sim,orlandosilva,NA,https://www.facebook.com/orlandosilvasp,ORLANDO SILVA DE JESUS JUNIOR,feito
204363,câmara,OSIRES DAMASO,PSC,TO,sim,Damaso2020,NA,NA,OSIRES RODRIGUES DAMASO,feito
73692,câmara,OSMAR TERRA,MDB,RS,sim,osmarterra,OsmarTerra,https://www.facebook.com/DeputadoOsmarTerra,OSMAR GASPARINI TERRA,feito
204422,câmara,OSSESIO SILVA,PRB,PE,sim,Ossesio_Silva,NA,NA,OSSESIO JOSE DA SILVA,feito
204475,câmara,OTACI NASCIMENTO,SOLIDARIEDADE,RR,não,NA,NA,https://www.facebook.com/otacinascimento/,JOSE OTACI BARROSO DO NASCIMENTO,gileade
204441,câmara,OTONI DE PAULA,PSC,RJ,sim,OtoniDepFederal,NA,NA,OTONI MOURA DE PAULO JUNIOR,feito
204573,câmara,OTTO ALENCAR FILHO,PSD,BA,sim,ottoalencarfilh,NA,https://pt-br.facebook.com/otto.filho.oficial/,OTTO ROBERTO MENDONÇA DE ALENCAR FILHO,feito
160556,câmara,PADRE JOÃO,PT,MG,sim,dep_padrejoao,NA,https://www.facebook.com/padrejoao,JOÃO CARLOS SIQUEIRA,feito
160642,câmara,PASTOR EURICO,PATRI,PE,sim,pastoreurico,NA,https://www.facebook.com/deputadopastoreurico,FRANCISCO EURICO DA SILVA,feito
204570,câmara,PASTOR GILDENEMYR,PMN,MA,sim,DGildenemyr,NA,NA,GILDENEMIR DE LIMA SOUSA,feito
204553,câmara,PASTOR SARGENTO ISIDÓRIO,AVANTE,BA,sim,sgtisidorio,NA,NA,MANOEL ISIDORIO DE SANTANA JUNIOR,feito
205535,câmara,PATRICIA FERRAZ,PR,AP,sim,patricialferraz,NA,https://pt-br.facebook.com/drapatriciaferraz/,PATRICIA LIMA FERRAZ,feito
74160,câmara,PATRUS ANANIAS,PT,MG,sim,Patrus_Ananias,NA,https://www.facebook.com/patrusananias13,PATRUS ANANIAS DE SOUSA,feito
204377,câmara,PAULA BELMONTE,PPS,DF,sim,paulambelmonte,NA,NA,PAULA MORENO PARO BELMONTE,feito
171617,câmara,PAULÃO,PT,AL,sim,paulaodopt,NA,https://www.facebook.com/paulaodopt,PAULO FERNANDO DOS SANTOS,feito
141516,câmara,PAULO ABI-ACKEL,PSDB,MG,sim,pauloabiackel,NA,https://www.facebook.com/abiackelpaulo,PAULO ABI-ACKEL,feito
178860,câmara,PAULO AZI,DEM,BA,sim,pauloazi,NA,https://www.facebook.com/galera.2526,PAULO VELLOSO DANTAS AZI,feito
204538,câmara,PAULO BENGTSON,PTB,PA,sim,PauloBengtson,NA,NA,PAULO EDUARDO MAESTRI BENGTSON,feito
193726,câmara,PAULO EDUARDO MARTINS,PSC,PR,sim,PauloMartins10,NA,NA,PAULO EDUARDO LIMA MARTINS,feito
160517,câmara,PAULO FOLETTO,PSB,ES,sim,DeputadoFoletto,NA,https://www.facebook.com/PauloFoletto,PAULO ROBERTO FOLETTO,feito
160558,câmara,PAULO FREIRE COSTA,PR,SP,sim,DF_PauloFreire,NA,https://www.facebook.com/dep.paulofreire,PAULO ROBERTO FREIRE DA COSTA,feito
204461,câmara,PAULO GANIME,NOVO,RJ,sim,pauloganime,NA,NA,PAULO GUSTAVO GANIME ALVES TEIXEIRA,feito
204492,câmara,PAULO GUEDES,PT,MG,sim,deppauloguedes,NA,NA,PAULO JOSE CARLOS GUEDES,feito
141518,câmara,PAULO PEREIRA DA SILVA,SOLIDARIEDADE,SP,sim,dep_paulinho,NA,https://www.facebook.com/paulinho.face,PAULO PEREIRA DA SILVA,feito
74400,câmara,PAULO PIMENTA,PT,RS,sim,deputadofederal,DeputadoFederal,https://www.facebook.com/perfil.pimenta,PAULO ROBERTO SEVERO PIMENTA,feito
133968,câmara,PAULO RAMOS,PDT,RJ,sim,pauloramosdep,NA,https://web.facebook.com/comissaodetrabalho.daalerj,PAULO SÉRGIO RAMOS BARBOZA,feito
141488,câmara,PAULO TEIXEIRA,PT,SP,sim,pauloteixeira13,NA,https://www.facebook.com/DeputadoPauloTeixeira,LUIZ PAULO TEIXEIRA FERREIRA,feito
90201,câmara,PEDRO AUGUSTO BEZERRA,PTB,CE,não,NA,NA,NA,PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,feito
178912,câmara,PEDRO CUNHA LIMA,PSDB,PB,sim,pedroocl,NA,https://www.facebook.com/pedrocloficial,PEDRO OLIVEIRA CUNHA LIMA,feito
122974,câmara,PEDRO LUCAS FERNANDES,PTB,MA,não,NA,NA,NA,PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,tarciso
204395,câmara,PEDRO LUPION,DEM,PR,sim,Dep_PedroLupion,NA,NA,PEDRO DEBONI LUPION MELLO,feito
122158,câmara,PEDRO PAULO,DEM,RJ,sim,pedropaulo,NA,https://www.facebook.com/rio.pedropaulo,PEDRO PAULO CARVALHO TEIXEIRA,feito
160604,câmara,PEDRO UCZAI,PT,SC,sim,uczai,NA,https://www.facebook.com/PedroUczai,PEDRO FRANCISCO UCZAI,feito
204406,câmara,PEDRO WESTPHALEN,PP,RS,sim,pedrowestphalen,NA,NA,PEDRO BANDARRA WESTPHALEN,feito
73943,câmara,PERPÉTUA ALMEIDA,PCdoB,AC,sim,perpetua_acre,NA,NA,MARIA PERPÉTUA DE ALMEIDA,feito
204524,câmara,PINHEIRINHO,PP,MG,não,NA,NA,NA,ANTÔNIO PINHEIRO NETO,italo
204529,câmara,POLICIAL KATIA SASTRE,PR,SP,sim,katiasastre,NA,NA,KATIA DA SILVA SASTRE,nazareno
73486,câmara,POMPEO DE MATTOS,PDT,RS,sim,PompeodeMattos,NA,https://www.facebook.com/pompeodemattosPDT,DARCI POMPEO DE MATTOS,feito
160601,câmara,PR. MARCO FELICIANO,PODE,SP,sim,marcofeliciano,NA,https://www.facebook.com/PastorMarcoFeliciano,MARCO ANTÔNIO FELICIANO,feito
204390,câmara,PROFESSOR ALCIDES,PP,GO,não,NA,NA,NA,ALCIDES RIBEIRO FILHO,nazareno
204383,câmara,PROFESSOR ISRAEL BATISTA,PV,DF,sim,ProfIsrael,NA,NA,ISRAEL MATOS BATISTA,feito
204446,câmara,PROFESSOR JOZIEL,PSL,RJ,sim,professorjoziel,NA,NA,JOZIEL FERREIRA CARLOS,feito
204418,câmara,PROFESSOR LUIZÃO GOULART,PRB,PR,sim,luizaogoulart,NA,http://facebook.com/vamosluizao,LUIZ GOULARTE ALVES,feito
204565,câmara,PROFESSORA DAYANE PIMENTEL,PSL,BA,sim,deppimentel,NA,NA,DAYANE JAMILLE CARNEIRO DOS SANTOS PIMENTEL,feito
160639,câmara,PROFESSORA DORINHA SEABRA REZENDE,DEM,TO,sim,profdorinha,NA,https://www.facebook.com/profile.php?id=100002237710131,MARIA AUXILIADORA SEABRA REZENDE,feito
160641,câmara,PROFESSORA MARCIVANIA,PCdoB,AP,sim,marcivania65,NA,https://www.facebook.com/professoramarcivania65,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,feito
204467,câmara,PROFESSORA ROSA NEIDE,PT,MT,sim,profdorinha,NA,NA,ROSA NEIDE SANDES DE ALMEIDA,feito
178951,câmara,RAFAEL MOTTA,PSB,RN,sim,RafaelMottaRN,NA,https://www.facebook.com/rafaelmottarn,RAFAEL HUETE DA MOTTA,feito
204567,câmara,RAIMUNDO COSTA,PRP,BA,não,NA,NA,NA,RAIMUNDO MAGALHÃES COSTA,tarciso
141523,câmara,RAUL HENRY,MDB,PE,sim,RaulHenry,NA,https://www.facebook.com/RaulHenryPE,RAUL JEAN LOUIS HENRY JÚNIOR,feito
74161,câmara,REGINALDO LOPES,PT,MG,sim,ReginaldoLopes,NA,https://www.facebook.com/ReginaldoLopesOficial,REGINALDO LÁZARO DE OLIVEIRA LOPES,feito
205865,câmara,REINHOLD STEPHANES JUNIOR,PSD,PR,não,NA,NA,NA,REINHOLD STEPHANES JUNIOR,tarciso
178925,câmara,REJANE DIAS,PT,PI,sim,rejane_dias,NA,NA,REJANE RIBEIRO SOUSA DIAS,feito
178989,câmara,RENATA ABREU,PODE,SP,sim,RenataAbreuDep,NA,https://www.facebook.com/renataabreu19,RENATA HELLMEISTER DE ABREU,feito
73801,câmara,RENILDO CALHEIROS,PCdoB,PE,sim,renildo,NA,NA,RENILDO VASCONCELOS CALHEIROS,feito
73788,câmara,RICARDO BARROS,PP,PR,sim,RicardoBarrosPP,NA,NA,RICARDO JOSÉ MAGALHÃES BARROS,feito
204362,câmara,RICARDO GUIDI,PSD,SC,sim,ricardozguidi,NA,NA,RICARDO ZANATTA GUIDI,tarciso
160655,câmara,RICARDO IZAR,PP,SP,sim,RicardoIzar,NA,https://www.facebook.com/ricardoizaroficial,RICARDO IZAR JUNIOR,feito
178920,câmara,RICARDO TEOBALDO,PODE,PE,sim,psdbricardo45,NA,http://www.facebook.com/ricardoteobaldooficial,RICARDO TEOBALDO CAVALCANTI,feito
204489,câmara,ROBÉRIO MONTEIRO,PDT,CE,não,NA,NA,https://web.facebook.com/people/Rob%C3%A9rio-Monteiro-III/100004363395617,MARCOS ROBERIO RIBEIRO MONTEIRO,feito
152610,câmara,ROBERTO ALVES,PRB,SP,sim,RobertoAlvesPRB,NA,https://www.facebook.com/RobertoAlvesPRB,BENEDITO ROBERTO ALVES FERREIRA,feito
160653,câmara,ROBERTO DE LUCENA,PODE,SP,sim,robertodelucena,NA,https://www.facebook.com/dep.lucena,ROBERTO ALVES DE LUCENA,feito
74305,câmara,ROBERTO PESSOA,PSDB,CE,sim,RobertoPessoaCE,NA,NA,ROBERTO SOARES PESSOA,feito
204530,câmara,RODRIGO AGOSTINHO,PSB,SP,sim,rodrigoagost,NA,NA,RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,feito
204366,câmara,RODRIGO COELHO,PSB,SC,sim,coelho_rodrigo,NA,NA,RODRIGO COELHO,feito
141531,câmara,RODRIGO DE CASTRO,PSDB,MG,sim,RodrigoCastro45,NA,https://www.facebook.com/rodrigodecastro45,RODRIGO BATISTA DE CASTRO,feito
74693,câmara,RODRIGO MAIA,DEM,RJ,sim,DepRodrigomaia,RodrigoMaia,https://www.facebook.com/RodrigoMaiaRJ,RODRIGO FELINTO IBARRA EPITÁCIO MAIA,feito
204480,câmara,ROGÉRIO CORREIA,PT,MG,sim,RogerioCorreia_,NA,NA,ROGÉRIO CORREIA DE MOURA BAPTISTA,feito
160651,câmara,ROGÉRIO PENINHA MENDONÇA,MDB,SC,sim,deputadopeninha,NA,https://www.facebook.com/deputadopeninha,ROGÉRIO MENDONÇA,feito
178861,câmara,RONALDO CARLETTO,PP,BA,sim,ronaldocarletto,NA,https://www.facebook.com/RonaldoCarlettoOficial,RONALDO CARLETTO,feito
204525,câmara,ROSANA VALLE,PSB,SP,sim,RosanaValle40,NA,NA,ROSANA DE OLIVEIRA VALLE,tarciso
178945,câmara,ROSANGELA GOMES,PRB,RJ,sim,rosangelasgomes,NA,https://www.facebook.com/deputadarosangelagomes,ROSANGELA DE SOUZA GOMES,feito
204357,câmara,ROSE MODESTO,PSDB,MS,sim,rosemodestoms,NA,NA,ROSIANE MODESTO  DE OLIVEIRA,feito
73466,câmara,RUBENS BUENO,PPS,PR,sim,rubensbuenopps,NA,https://www.facebook.com/rubensbuenopps,RUBENS BUENO,feito
74371,câmara,RUBENS OTONI,PT,GO,sim,RubensOtoni,NA,https://www.facebook.com/rubensotoni,RUBENS OTONI GOMIDE,feito
178887,câmara,RUBENS PEREIRA JÚNIOR,PCdoB,MA,sim,rubenspereirajr,NA,https://www.facebook.com/Deprubenspereirajr,RUBENS PEREIRA E SILVA JUNIOR,feito
73604,câmara,RUI FALCÃO,PT,SP,sim,rfalcao13,NA,NA,RUI GOETHE DA COSTA FALCÃO,feito
160635,câmara,RUY CARNEIRO,PSDB,PB,sim,depruycarneiro,NA,https://www.facebook.com/depruycarneiro,RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,feito
204535,câmara,SÂMIA BOMFIM,PSOL,SP,sim,samiabomfim,NA,NA,SAMIA DE SOUZA BOMFIM,feito
178990,câmara,SAMUEL MOREIRA,PSDB,SP,sim,samuelmoreira,NA,NA,SAMUEL MOREIRA DA SILVA JUNIOR,feito
160621,câmara,SANDRO ALEX,PSD,PR,sim,SandroAlex2323,SandroAlex5555,https://www.facebook.com/sandro.alex.5492,SANDRO ALEX CRUZ DE OLIVEIRA,feito
90842,câmara,SANTINI,PTB,RS,sim,dep_santini,NA,NA,RONALDO SANTINI,tarciso
204387,câmara,SARGENTO FAHUR,PSD,PR,sim,SargentoFAHUR,NA,NA,GILSON CARDOSO FAHUR,feito
204399,câmara,SCHIAVINATO,PP,PR,sim,Schiavinato_,NA,NA,JOSE CARLOS SCHIAVINATO,feito
178921,câmara,SEBASTIÃO OLIVEIRA,PR,PE,sim,Seba_Oliveira,NA,NA,SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR,tarciso
73808,câmara,SÉRGIO BRITO,PSD,BA,sim,sergiobritoBA,NA,https://www.facebook.com/depfederalsergiobrito,SÉRGIO LUÍS LACERDA BRITO,nazareno
178933,câmara,SERGIO SOUZA,MDB,PR,sim,_sergiosouza,NA,https://www.facebook.com/sergiosouzaPR,SERGIO DE SOUZA,feito
204438,câmara,SERGIO TOLEDO,PR,AL,sim,depsergiotoledo,NA,NA,SERGIO TOLEDO DE ALBUQUERQUE,feito
178874,câmara,SERGIO VIDIGAL,PDT,ES,sim,vidigalsergio,NA,https://www.facebook.com/vidigalsergio,ANTONIO SERGIO ALVES VIDIGAL,feito
204437,câmara,SEVERINO PESSOA,PRB,AL,não,NA,NA,NA,SEVERINO DE LIRA PESSÔA,tarciso
178961,câmara,SHÉRIDAN,PSDB,RR,sim,depsheridan,NA,https://www.facebook.com/deputadasheridan,SHÉRIDAN ESTÉRFANY OLIVEIRA,feito
204557,câmara,SIDNEY LEITE,PSD,AM,sim,sidneyleite_,NA,NA,SIDNEY RICARDO DE OLIVEIRA LEITE,feito
74356,câmara,SILAS CÂMARA,PRB,AM,sim,SilasCamaraAM‏,silascamara_,https://www.facebook.com/DepSilas,SILAS CÂMARA,feito
204360,câmara,SILVIA CRISTINA,PDT,RO,não,NA,NA,NA,SILVIA CRISTINA AMANCIO CHAGAS,tarciso
204425,câmara,SILVIO COSTA FILHO,PRB,PE,sim,Silvio_CFilho,NA,NA,SILVIO SERAFIM COSTA FILHO,feito
178946,câmara,SORAYA SANTOS,PR,RJ,sim,sorayasantos,NA,https://www.facebook.com/deputadocarlosandrade,SORAYA ALENCAR DOS SANTOS,feito
178947,câmara,SÓSTENES CAVALCANTE,DEM,RJ,sim,DepSostenes,NA,https://www.facebook.com/sostenescavalcante,SOSTENES SILVA CAVALCANTE,feito
92776,câmara,STEFANO AGUIAR,PSD,MG,sim,depstefano,NA,https://www.facebook.com/PastorStefanoAguiar,STEFANO AGUIAR DOS SANTOS,feito
177282,câmara,SUBTENENTE GONZAGA,PDT,MG,sim,SubGonzagaMG,NA,https://www.facebook.com/Deputado-Subtenente-Gonzaga-446410602056683,LUIZ GONZAGA RIBEIRO,feito
204534,câmara,TABATA AMARAL,PDT,SP,sim,tabataamaralsp,NA,NA,TABATA CLAUDIA AMARAL DE PONTES,feito
178922,câmara,TADEU ALENCAR,PSB,PE,não,NA,NA,https://www.facebook.com/TadeuAlencar4020,FRANCISCO TADEU BARBOSA DE ALENCAR,nazareno
204464,câmara,TALÍRIA PETRONE,PSOL,RJ,sim,taliriapetrone,NA,NA,TALIRIA PETRONE SOARES,feito
206231,câmara,TED CONTI,PSB,ES,não,NA,NA,https://www.facebook.com/tedcontideputado/,JOÃO BATISTA CONTI,gileade
178901,câmara,TEREZA CRISTINA,DEM,MS,sim,TerezaCrisMS,NA,https://www.facebook.com/terezacristinams,TEREZA CRISTINA CORREA DA COSTA DIAS,feito
204466,câmara,TEREZA NELMA,PSDB,AL,sim,TerezaNelma_,NA,NA,TEREZA NELMA DA SILVA PORTO VIANA SOARES,feito
143084,câmara,TIAGO DIMAS,SOLIDARIEDADE,TO,sim,tiago_dimas,NA,NA,TIAGO BRAGA PEREIRA,feito
204519,câmara,TIAGO MITRAUD,NOVO,MG,sim,TiagoMitraud,NA,NA,TIAGO LIMA MITRAUD DE CASTRO LEITE,feito
160976,câmara,TIRIRICA,PR,SP,sim,tiriricanaweb,NA,https://www.facebook.com/tiriricanaweb,FRANCISCO EVERARDO OLIVEIRA SILVA,feito
197438,câmara,TITO,AVANTE,BA,não,NA,NA,NA,CARLOS TITO MARQUES CORDEIRO,caio
178934,câmara,TONINHO WANDSCHEER,PROS,PR,sim,deputadotoninho,NA,https://www.facebook.com/DeputadoToninhoWandscheer,ANTONIO WANDSCHEER,feito
157130,câmara,TÚLIO GADÊLHA,PDT,PE,sim,tuliogadelha,NA,NA,TÚLIO GADÊLHA SALES DE MELO,feito
204416,câmara,UBIRATAN SANDERSON,PSL,RS,sim,SandersonPF,NA,NA,UBIRATAN ANTUNES SANDERSON,feito
178863,câmara,ULDURICO JUNIOR,PPL,BA,sim,ulduricopinto,NA,https://www.facebook.com/ulduricojunior,ULDURICO ALENCAR PINTO,feito
195866,câmara,VAIDON OLIVEIRA,PROS,CE,sim,VaidonOliveira,NA,https://www.facebook.com/deputadofederalvaidon.oliveira,FRANCISCO VAIDON OLIVEIRA,feito
204385,câmara,VALDEVAN NOVENTA,PSC,SE,sim,dep_fed_noventa,NA,NA,JOSE VALDEVAM DE JESUS SANTOS,feito
160610,câmara,VALMIR ASSUNÇÃO,PT,BA,sim,falavalmir,DepValmir,https://www.facebook.com/falavalmir,VALMIR CARLOS DA ASSUNÇÃO,feito
74376,câmara,VANDER LOUBET,PT,MS,sim,vanderloubet,NA,https://www.facebook.com/vanderfazmais,VANDER LUIZ DOS SANTOS LOUBET,feito
141553,câmara,VANDERLEI MACRIS,PSDB,SP,sim,vanderleimacris,NA,https://www.facebook.com/deputadovanderleimacris,VANDERLEI MACRIS,feito
204505,câmara,VAVÁ MARTINS,PRB,PA,sim,VavaMartins,NA,NA,WAGNER BACH MARTINS,tarciso
204396,câmara,VERMELHO,PSD,PR,não,NA,NA,https://web.facebook.com/vermelho5577,NELSI COGUETTO MARIA,feito
74283,câmara,VICENTINHO,PT,SP,sim,VICENTINHOPT,NA,https://www.facebook.com/DeputadoFederalVicentinho,VICENTE PAULO DA SILVA,feito
137070,câmara,VICENTINHO JÚNIOR,PR,TO,sim,vicentinhojr,NA,https://www.facebook.com/VicentinhoJr,VICENTE ALVES DE OLIVEIRA JUNIOR,feito
204483,câmara,VILSON DA FETAEMG,PSB,MG,não,NA,NA,NA,VILSON LUIZ DA SILVA,tarciso
141555,câmara,VINICIUS CARVALHO,PRB,SP,sim,falecomvinicius,NA,https://www.facebook.com/viniciuscarvalhooficial,VINICIUS RAPOZO DE CARVALHO,feito
204478,câmara,VINICIUS FARAH,MDB,RJ,sim,Vinicius_Farah,NA,NA,VINICIUS MEDEIROS FARAH,feito
160591,câmara,VINICIUS GURGEL,PR,AP,sim,vinicius2828,NA,https://www.facebook.com/deputadoviniciusgurgel,VINICIUS DE AZEVEDO GURGEL,feito
204532,câmara,VINICIUS POIT,NOVO,SP,sim,ViniciusPoit,NA,NA,VINICIUS LAZZER POIT,feito
178992,câmara,VITOR LIPPI,PSDB,SP,sim,DepVitorLippi,vitorlippi4510,https://www.facebook.com/vitorlippi,VITOR LIPPI,feito
204443,câmara,WAGNER MONTES,PRB,RJ,sim,depwagnermontes,NA,NA,WAGNER MONTES DOS SANTOS,feito
160569,câmara,WALDENOR PEREIRA,PT,BA,sim,waldenorpereira,NA,https://www.facebook.com/deputadowaldenorpereira,WALDENOR ALVES PEREIRA FILHO,feito
178952,câmara,WALTER ALVES,MDB,RN,sim,WalterAlvesRN,NA,https://www.facebook.com/WalterAlvesRN1,WALTER PEREIRA ALVES,feito
160518,câmara,WELITON PRADO,PROS,MG,sim,pradoweliton,NA,https://www.facebook.com/WelitonPrado,WELITON FERNANDES PRADO,feito
74043,câmara,WELLINGTON ROBERTO,PR,PB,sim,wr22,NA,https://www.facebook.com/depwellingtonroberto,JOSÉ WELLINGTON ROBERTO,feito
74044,câmara,WILSON SANTIAGO,PTB,PB,sim,WilsonSantiago_,NA,NA,JOSÉ WILSON SANTIAGO,feito
204463,câmara,WLADIMIR GAROTINHO,PRP,RJ,sim,WladGarotinho,NA,NA,WLADIMIR BARROS ASSED MATHEUS DE OLIVEIRA,feito
74439,câmara,WOLNEY QUEIROZ,PDT,PE,sim,WolneyQueirozM,NA,https://www.facebook.com/wolneyqueirozpe,WOLNEY QUEIROZ MACIEL,feito
178889,câmara,ZÉ CARLOS,PT,MA,sim,Dep_ZeCarlosPT,NA,https://www.facebook.com/DepZeCarlosPT,JOSÉ CARLOS NUNES JÚNIOR,feito
204559,câmara,ZÉ NETO,PT,BA,sim,depzeneto,NA,NA,JOSÉ CERQUEIRA DE SANTANA NETO,feito
160632,câmara,ZÉ SILVA,SOLIDARIEDADE,MG,sim,ZeSilva_,NA,https://www.facebook.com/deputadofederalzesilva,JOSÉ SILVA SOARES,feito
